Retailer,Sales Method,Product,Total Sales
Kohl's,In-store,Men's Athletic Footwear,9625
Kohl's,In-store,Women's Apparel,9625
Foot Locker,In-store,Men's Athletic Footwear,10000
Foot Locker,In-store,Women's Athletic Footwear,11250
Foot Locker,In-store,Women's Athletic Footwear,11250
Foot Locker,In-store,Men's Apparel,11250
Foot Locker,In-store,Men's Apparel,12375
Foot Locker,In-store,Women's Street Footwear,10125
Foot Locker,In-store,Men's Apparel,11000
Foot Locker,In-store,Women's Street Footwear,11000
Foot Locker,In-store,Women's Athletic Footwear,9625
Foot Locker,In-store,Men's Apparel,11375
Foot Locker,Online,Men's Street Footwear,1201
West Gear,Online,Men's Street Footwear,1745
Foot Locker,Online,Women's Street Footwear,782
Foot Locker,Online,Men's Athletic Footwear,906
West Gear,Online,Men's Street Footwear,1736
West Gear,Online,Men's Athletic Footwear,1617
West Gear,Online,Men's Street Footwear,1385
West Gear,Online,Men's Athletic Footwear,1502
West Gear,Online,Men's Athletic Footwear,1391
West Gear,Online,Men's Athletic Footwear,1128
West Gear,Online,Men's Street Footwear,1466
West Gear,Online,Women's Apparel,1784
West Gear,Online,Men's Athletic Footwear,1492
West Gear,Online,Women's Street Footwear,1365
Foot Locker,Online,Women's Athletic Footwear,665
West Gear,Online,Men's Athletic Footwear,1235
West Gear,Online,Men's Street Footwear,768
West Gear,Online,Men's Street Footwear,908
West Gear,Online,Women's Street Footwear,1174
West Gear,Online,Women's Street Footwear,1190
West Gear,Online,Men's Street Footwear,875
West Gear,Online,Men's Street Footwear,1088
West Gear,Online,Men's Street Footwear,998
West Gear,Online,Women's Apparel,1473
West Gear,Online,Women's Athletic Footwear,1147
West Gear,Online,Men's Apparel,1101
West Gear,Online,Women's Apparel,1290
West Gear,Online,Men's Street Footwear,864
West Gear,Online,Men's Apparel,1109
West Gear,Online,Men's Street Footwear,497
West Gear,Online,Men's Athletic Footwear,883
West Gear,Online,Women's Apparel,1214
West Gear,Online,Women's Street Footwear,1007
West Gear,Online,Women's Athletic Footwear,1049
West Gear,Online,Women's Athletic Footwear,1069
West Gear,Online,Women's Street Footwear,851
West Gear,Online,Men's Apparel,1091
West Gear,Online,Men's Athletic Footwear,616
West Gear,Online,Women's Apparel,575
West Gear,Online,Women's Apparel,938
West Gear,Online,Women's Athletic Footwear,938
West Gear,Online,Women's Street Footwear,670
West Gear,Online,Women's Apparel,566
West Gear,Online,Women's Street Footwear,573
West Gear,Online,Women's Street Footwear,888
West Gear,Online,Women's Street Footwear,732
West Gear,Online,Women's Athletic Footwear,807
West Gear,Online,Men's Athletic Footwear,667
West Gear,Online,Women's Street Footwear,690
West Gear,Online,Men's Apparel,978
West Gear,Online,Women's Apparel,701
West Gear,Online,Women's Street Footwear,633
West Gear,Online,Women's Athletic Footwear,750
West Gear,Online,Men's Apparel,799
West Gear,Online,Men's Athletic Footwear,648
West Gear,Online,Women's Apparel,821
West Gear,Online,Women's Apparel,651
West Gear,Online,Men's Apparel,861
West Gear,Online,Women's Apparel,717
West Gear,Online,Women's Athletic Footwear,568
West Gear,Online,Men's Apparel,649
West Gear,Online,Women's Athletic Footwear,495
West Gear,Online,Women's Athletic Footwear,531
West Gear,Online,Men's Athletic Footwear,625
West Gear,Online,Women's Apparel,686
West Gear,Online,Women's Athletic Footwear,418
West Gear,Online,Women's Athletic Footwear,544
West Gear,Online,Men's Apparel,372
West Gear,Online,Men's Apparel,338
West Gear,Online,Men's Apparel,330
West Gear,Online,Men's Apparel,312
West Gear,Online,Men's Apparel,317
Foot Locker,In-store,Men's Street Footwear,47250
Foot Locker,In-store,Men's Athletic Footwear,38250
Foot Locker,In-store,Women's Street Footwear,29750
West Gear,In-store,Men's Street Footwear,66000
West Gear,In-store,Men's Street Footwear,65875
West Gear,In-store,Men's Street Footwear,56250
West Gear,In-store,Men's Athletic Footwear,60000
West Gear,In-store,Men's Street Footwear,60000
West Gear,In-store,Men's Athletic Footwear,63750
Foot Locker,In-store,Women's Athletic Footwear,28000
West Gear,In-store,Women's Apparel,67500
West Gear,In-store,Men's Athletic Footwear,57375
West Gear,In-store,Men's Athletic Footwear,50000
West Gear,In-store,Women's Street Footwear,50000
West Gear,In-store,Women's Street Footwear,53125
West Gear,In-store,Women's Street Footwear,46875
West Gear,In-store,Men's Athletic Footwear,40625
West Gear,In-store,Men's Street Footwear,42000
West Gear,In-store,Men's Athletic Footwear,45000
West Gear,In-store,Men's Street Footwear,36000
West Gear,In-store,Men's Street Footwear,28750
West Gear,In-store,Men's Apparel,48875
West Gear,In-store,Women's Apparel,57500
West Gear,In-store,Women's Athletic Footwear,43125
West Gear,In-store,Men's Apparel,43125
West Gear,In-store,Women's Apparel,54625
West Gear,In-store,Men's Street Footwear,22000
West Gear,In-store,Men's Street Footwear,38500
West Gear,In-store,Men's Street Footwear,33000
West Gear,In-store,Men's Street Footwear,33000
West Gear,In-store,Men's Athletic Footwear,35750
West Gear,In-store,Women's Apparel,52250
West Gear,In-store,Women's Street Footwear,44000
West Gear,In-store,Women's Athletic Footwear,44000
West Gear,In-store,Women's Athletic Footwear,42000
West Gear,In-store,Women's Apparel,25000
West Gear,In-store,Women's Apparel,40000
West Gear,In-store,Women's Athletic Footwear,40000
West Gear,In-store,Women's Street Footwear,28500
West Gear,In-store,Men's Apparel,42750
West Gear,In-store,Men's Athletic Footwear,22500
West Gear,In-store,Women's Street Footwear,22500
West Gear,In-store,Women's Street Footwear,31500
West Gear,In-store,Women's Apparel,29250
West Gear,In-store,Women's Athletic Footwear,31500
West Gear,In-store,Women's Apparel,21250
West Gear,In-store,Men's Athletic Footwear,25500
West Gear,In-store,Women's Street Footwear,27625
West Gear,In-store,Men's Apparel,34000
West Gear,In-store,Men's Apparel,38250
West Gear,In-store,Women's Street Footwear,30000
West Gear,In-store,Men's Athletic Footwear,26000
West Gear,In-store,Women's Street Footwear,26000
West Gear,In-store,Women's Apparel,32000
West Gear,In-store,Women's Athletic Footwear,28000
West Gear,In-store,Women's Apparel,24375
West Gear,In-store,Men's Apparel,31875
West Gear,In-store,Women's Street Footwear,22500
West Gear,In-store,Women's Apparel,28125
West Gear,In-store,Men's Athletic Footwear,26250
West Gear,In-store,Women's Apparel,28000
West Gear,In-store,Women's Athletic Footwear,21000
West Gear,In-store,Women's Athletic Footwear,21125
West Gear,In-store,Men's Apparel,22750
West Gear,In-store,Women's Athletic Footwear,15000
West Gear,In-store,Women's Athletic Footwear,18000
West Gear,In-store,Women's Athletic Footwear,18000
West Gear,In-store,Men's Apparel,13750
West Gear,In-store,Men's Apparel,12375
West Gear,In-store,Men's Apparel,13000
West Gear,In-store,Men's Apparel,13000
West Gear,In-store,Men's Apparel,12250
Foot Locker,Outlet,Men's Street Footwear,1632
Foot Locker,Outlet,Men's Street Footwear,1822
Sports Direct,Outlet,Men's Street Footwear,666
Foot Locker,Online,Men's Street Footwear,2015
Foot Locker,Outlet,Men's Street Footwear,1215
Foot Locker,Online,Men's Street Footwear,1992
Foot Locker,Outlet,Men's Athletic Footwear,1272
Foot Locker,Online,Men's Street Footwear,1235
Foot Locker,Outlet,Men's Street Footwear,862
Sports Direct,Outlet,Men's Street Footwear,536
Foot Locker,Outlet,Women's Apparel,1894
Foot Locker,Online,Men's Street Footwear,1350
Foot Locker,Online,Men's Athletic Footwear,1665
Foot Locker,Outlet,Men's Athletic Footwear,1215
Foot Locker,Outlet,Men's Athletic Footwear,1344
Foot Locker,Outlet,Men's Athletic Footwear,995
Foot Locker,Outlet,Men's Athletic Footwear,751
Foot Locker,Outlet,Women's Street Footwear,1140
Foot Locker,Outlet,Men's Apparel,1512
Foot Locker,Outlet,Women's Street Footwear,1206
Foot Locker,Outlet,Women's Street Footwear,1290
Foot Locker,Online,Men's Athletic Footwear,1644
Sports Direct,Online,Men's Street Footwear,690
Foot Locker,Online,Men's Athletic Footwear,1535
Foot Locker,In-store,Women's Athletic Footwear,8000
Sports Direct,Online,Men's Street Footwear,680
Foot Locker,Online,Women's Street Footwear,1424
Sports Direct,Outlet,Women's Apparel,483
Sports Direct,Outlet,Women's Apparel,1235
Foot Locker,Online,Women's Street Footwear,1304
Foot Locker,Outlet,Women's Athletic Footwear,1216
Sports Direct,Outlet,Men's Athletic Footwear,524
Foot Locker,Outlet,Women's Apparel,1525
Foot Locker,Outlet,Women's Athletic Footwear,1122
Foot Locker,Online,Women's Apparel,1747
Foot Locker,Online,Women's Street Footwear,1565
Foot Locker,Online,Women's Apparel,1728
Foot Locker,Online,Men's Athletic Footwear,1091
Foot Locker,Outlet,Women's Apparel,1056
Sports Direct,Outlet,Women's Athletic Footwear,898
Sports Direct,Outlet,Women's Street Footwear,317
Foot Locker,In-store,Men's Apparel,7875
Foot Locker,Outlet,Men's Street Footwear,683
Foot Locker,Outlet,Men's Athletic Footwear,675
Foot Locker,Outlet,Men's Street Footwear,588
Sports Direct,Outlet,Women's Street Footwear,289
Foot Locker,Online,Men's Athletic Footwear,794
Foot Locker,Outlet,Women's Apparel,739
Sports Direct,Outlet,Women's Street Footwear,875
Foot Locker,Online,Men's Apparel,1377
Foot Locker,Outlet,Men's Street Footwear,486
Sports Direct,Online,Women's Athletic Footwear,1072
Sports Direct,Outlet,Men's Apparel,926
Foot Locker,Online,Men's Street Footwear,651
Sports Direct,Online,Women's Street Footwear,986
Sports Direct,Online,Men's Athletic Footwear,524
Foot Locker,Outlet,Men's Athletic Footwear,658
Sports Direct,Outlet,Men's Athletic Footwear,413
Foot Locker,Online,Women's Apparel,851
Sports Direct,Online,Women's Apparel,1230
Sports Direct,Online,Women's Street Footwear,345
Foot Locker,Online,Women's Athletic Footwear,1222
Foot Locker,Online,Women's Apparel,1103
Sports Direct,Online,Women's Street Footwear,343
Foot Locker,Outlet,Men's Street Footwear,522
Foot Locker,Outlet,Men's Street Footwear,559
Foot Locker,Outlet,Women's Athletic Footwear,518
Foot Locker,Online,Men's Street Footwear,543
Foot Locker,Outlet,Women's Street Footwear,472
Foot Locker,Online,Women's Athletic Footwear,1022
Foot Locker,Online,Men's Athletic Footwear,724
Sports Direct,Outlet,Men's Apparel,420
Foot Locker,Online,Women's Street Footwear,593
Sports Direct,Online,Women's Apparel,455
Foot Locker,Outlet,Women's Athletic Footwear,707
Foot Locker,Outlet,Men's Apparel,762
Sports Direct,Outlet,Women's Athletic Footwear,286
Sports Direct,Online,Men's Apparel,958
Foot Locker,Outlet,Men's Apparel,673
Foot Locker,Outlet,Men's Apparel,870
Foot Locker,In-store,Men's Apparel,5625
Foot Locker,In-store,Men's Apparel,6250
Foot Locker,Online,Men's Street Footwear,575
Foot Locker,Online,Men's Street Footwear,645
Sports Direct,Online,Men's Apparel,525
Foot Locker,Outlet,Men's Street Footwear,333
Foot Locker,Outlet,Women's Street Footwear,464
Sports Direct,Online,Men's Athletic Footwear,386
Sports Direct,Online,Women's Athletic Footwear,336
Foot Locker,Outlet,Women's Street Footwear,467
Foot Locker,Online,Men's Street Footwear,520
Foot Locker,Online,Men's Athletic Footwear,588
Foot Locker,Online,Women's Athletic Footwear,588
Foot Locker,Outlet,Women's Street Footwear,482
Foot Locker,Online,Women's Athletic Footwear,733
Foot Locker,Online,Men's Apparel,810
Foot Locker,Outlet,Women's Street Footwear,403
Foot Locker,Outlet,Women's Apparel,436
Foot Locker,Outlet,Women's Apparel,321
Foot Locker,Online,Men's Apparel,678
Foot Locker,Outlet,Men's Athletic Footwear,420
Foot Locker,Outlet,Men's Apparel,441
Foot Locker,Online,Men's Apparel,842
Foot Locker,Online,Men's Street Footwear,388
Foot Locker,Online,Women's Apparel,602
Foot Locker,Outlet,Women's Apparel,357
Foot Locker,Outlet,Women's Athletic Footwear,313
Foot Locker,In-store,Men's Apparel,5500
Foot Locker,Online,Men's Athletic Footwear,500
Foot Locker,Online,Women's Athletic Footwear,402
Foot Locker,Outlet,Men's Athletic Footwear,343
Foot Locker,Online,Women's Street Footwear,437
Foot Locker,Online,Women's Street Footwear,473
Foot Locker,Outlet,Women's Apparel,423
Foot Locker,Online,Women's Street Footwear,440
Foot Locker,Online,Men's Apparel,461
Foot Locker,Online,Men's Athletic Footwear,383
Foot Locker,Online,Women's Street Footwear,485
Foot Locker,Outlet,Men's Athletic Footwear,374
Foot Locker,Outlet,Women's Athletic Footwear,281
Foot Locker,Outlet,Women's Apparel,274
Foot Locker,Online,Women's Apparel,308
Foot Locker,Outlet,Women's Apparel,440
Foot Locker,Online,Women's Apparel,382
Foot Locker,Online,Women's Apparel,499
Foot Locker,Outlet,Women's Athletic Footwear,296
Foot Locker,Outlet,Women's Street Footwear,265
Foot Locker,Online,Women's Apparel,548
Foot Locker,Outlet,Men's Apparel,289
Foot Locker,Online,Women's Apparel,294
Foot Locker,Outlet,Women's Athletic Footwear,259
Foot Locker,Online,Men's Athletic Footwear,407
Foot Locker,Online,Women's Athletic Footwear,324
Foot Locker,Outlet,Women's Athletic Footwear,218
Foot Locker,Online,Women's Athletic Footwear,312
Foot Locker,Online,Women's Street Footwear,306
Foot Locker,Outlet,Women's Athletic Footwear,179
Foot Locker,Online,Women's Athletic Footwear,220
Foot Locker,Online,Women's Athletic Footwear,235
Foot Locker,Online,Men's Apparel,325
Foot Locker,Online,Women's Athletic Footwear,243
Foot Locker,Outlet,Men's Apparel,184
Foot Locker,Online,Men's Apparel,216
Foot Locker,Outlet,Men's Apparel,160
Foot Locker,Outlet,Men's Apparel,113
Foot Locker,Online,Men's Apparel,160
Foot Locker,Online,Men's Apparel,172
Foot Locker,Outlet,Men's Apparel,142
Foot Locker,Online,Men's Apparel,153
Foot Locker,In-store,Women's Apparel,73500
Foot Locker,In-store,Women's Apparel,63000
Foot Locker,In-store,Men's Street Footwear,72250
Foot Locker,In-store,Men's Street Footwear,72000
Sports Direct,In-store,Men's Street Footwear,28000
Foot Locker,In-store,Men's Street Footwear,42625
Foot Locker,In-store,Men's Athletic Footwear,62000
Foot Locker,In-store,Men's Street Footwear,48750
Foot Locker,In-store,Men's Athletic Footwear,56250
Sports Direct,In-store,Men's Street Footwear,26250
Foot Locker,In-store,Men's Athletic Footwear,63000
Foot Locker,In-store,Men's Athletic Footwear,42250
Foot Locker,In-store,Women's Street Footwear,52000
Foot Locker,In-store,Women's Street Footwear,58500
Foot Locker,In-store,Women's Street Footwear,45500
Foot Locker,In-store,Men's Athletic Footwear,32500
Foot Locker,In-store,Men's Apparel,54000
Foot Locker,In-store,Men's Street Footwear,25875
Sports Direct,In-store,Women's Apparel,48875
Foot Locker,In-store,Women's Athletic Footwear,46750
Foot Locker,In-store,Women's Apparel,44000
Sports Direct,In-store,Women's Street Footwear,38500
Sports Direct,In-store,Women's Athletic Footwear,38500
Sports Direct,In-store,Men's Athletic Footwear,19250
Sports Direct,In-store,Women's Street Footwear,13750
Sports Direct,In-store,Women's Apparel,19250
Foot Locker,In-store,Women's Apparel,31500
Foot Locker,In-store,Women's Athletic Footwear,42000
Foot Locker,In-store,Men's Athletic Footwear,28875
Foot Locker,In-store,Men's Street Footwear,25000
Sports Direct,In-store,Women's Street Footwear,12500
Foot Locker,In-store,Men's Street Footwear,19000
Foot Locker,In-store,Men's Street Footwear,26125
Foot Locker,In-store,Women's Street Footwear,21375
Sports Direct,In-store,Men's Apparel,38000
Foot Locker,In-store,Men's Street Footwear,22500
Foot Locker,In-store,Men's Athletic Footwear,24750
Foot Locker,In-store,Women's Athletic Footwear,24750
Sports Direct,In-store,Men's Apparel,20250
Sports Direct,In-store,Men's Athletic Footwear,15750
Foot Locker,In-store,Women's Athletic Footwear,29750
Foot Locker,In-store,Men's Apparel,29750
Foot Locker,In-store,Men's Apparel,31875
Foot Locker,In-store,Men's Apparel,36000
Sports Direct,In-store,Women's Athletic Footwear,12000
Foot Locker,In-store,Women's Street Footwear,19250
Foot Locker,In-store,Men's Athletic Footwear,19250
Foot Locker,In-store,Women's Street Footwear,19250
Foot Locker,In-store,Men's Street Footwear,14000
Foot Locker,In-store,Women's Street Footwear,17500
Foot Locker,In-store,Women's Apparel,21000
Foot Locker,In-store,Women's Apparel,13000
Foot Locker,In-store,Men's Athletic Footwear,16250
Foot Locker,In-store,Women's Street Footwear,19500
Foot Locker,In-store,Women's Athletic Footwear,14625
Foot Locker,In-store,Women's Apparel,15000
Foot Locker,In-store,Women's Apparel,19500
Foot Locker,In-store,Men's Apparel,16500
Foot Locker,In-store,Men's Athletic Footwear,16500
Foot Locker,In-store,Women's Athletic Footwear,13750
Foot Locker,In-store,Women's Athletic Footwear,12500
Foot Locker,In-store,Women's Apparel,18750
Foot Locker,In-store,Women's Street Footwear,12500
Foot Locker,In-store,Women's Apparel,11250
Foot Locker,In-store,Women's Athletic Footwear,10125
Foot Locker,In-store,Men's Apparel,13500
Foot Locker,In-store,Women's Athletic Footwear,10000
West Gear,Online,Men's Street Footwear,1552
