,Gender,Primary_Device,Health_Impacts,Avg_Daily_Screen_Time_hr
,Male,Smartphone,None,0.78
,Female,Smartphone,None,3.55
,Male,Smartphone,None,2.98
,Male,Smartphone,None,1.63
,Male,Smartphone,None,4.18
,Male,TV,None,2.08
,Female,Tablet,None,6.94
,Male,Smartphone,None,3.74
,Female,Smartphone,None,0.0
,Male,TV,None,4.43
,Female,Laptop,None,2.29
,Male,Tablet,None,0.0
,Female,Smartphone,None,0.0
,Male,Smartphone,None,0.63
,Female,TV,None,2.95
,Male,Smartphone,None,2.26
,Female,Laptop,None,5.95
,Male,Tablet,None,2.09
,Male,Smartphone,None,6.65
,Male,Tablet,None,2.78
,Male,TV,None,3.86
,Female,Smartphone,None,0.0
,Male,Smartphone,None,3.36
,Female,TV,None,5.09
,Male,Tablet,None,1.99
,Male,Smartphone,None,2.59
,Female,Laptop,None,2.83
,Female,Smartphone,None,5.43
,Male,Laptop,None,5.45
,Female,Laptop,None,1.29
,Female,Smartphone,None,3.53
,Male,TV,None,4.44
,Male,TV,None,5.76
,Female,TV,None,4.75
,Female,TV,None,2.44
,Female,TV,None,2.66
,Female,Smartphone,None,3.67
,Female,Laptop,None,2.21
,Male,Smartphone,None,4.45
,Male,Smartphone,None,0.21
,Female,Smartphone,None,4.24
,Female,Smartphone,None,1.73
,Male,Tablet,None,3.63
,Male,TV,None,6.71
,Female,Smartphone,None,4.78
,Female,TV,None,7.46
,Male,Smartphone,None,4.77
,Female,Tablet,None,2.83
,Male,Laptop,None,2.63
,Female,Laptop,None,5.64
,Male,Laptop,None,4.33
,Male,Laptop,None,2.04
,Female,Laptop,None,6.52
,Female,TV,None,1.67
,Female,Laptop,None,2.5
,Male,Smartphone,None,4.91
,Female,Smartphone,None,3.89
,Male,TV,None,3.88
,Male,Smartphone,None,3.16
,Female,Smartphone,None,1.72
,Female,Smartphone,None,0.42
,Male,Smartphone,None,7.47
,Female,TV,None,0.33
,Male,Smartphone,None,4.94
,Male,Laptop,None,3.67
,Male,TV,None,0.0
,Female,Smartphone,None,2.08
,Female,Laptop,None,2.51
,Male,TV,None,0.0
,Male,TV,None,5.26
,Male,Smartphone,None,4.73
,Male,Laptop,None,2.84
,Female,TV,None,0.73
,Male,TV,None,0.0
,Female,TV,None,0.0
,Male,Laptop,None,4.4
,Female,Tablet,None,0.89
,Female,Laptop,None,5.02
,Male,Smartphone,None,2.5
,Female,Laptop,None,3.43
,Male,TV,None,6.98
,Male,Smartphone,None,0.86
,Female,Smartphone,None,6.02
,Male,Smartphone,None,5.85
,Male,Tablet,None,5.58
,Male,Smartphone,None,2.33
,Male,Tablet,None,1.9
,Female,TV,None,2.26
,Female,Smartphone,None,2.69
,Female,Smartphone,None,4.74
,Female,TV,None,2.85
,Male,Smartphone,None,6.08
,Male,Smartphone,None,4.84
Eye Strain,,,,
,Male,TV,Eye Strain,6.08
,Female,Smartphone,Eye Strain,4.05
,Female,TV,Eye Strain,6.78
,Male,Smartphone,Eye Strain,4.45
,Male,Smartphone,Eye Strain,4.28
,Male,Smartphone,Eye Strain,6.06
,Male,Laptop,Eye Strain,4.37
,Female,Laptop,Eye Strain,3.91
,Female,Tablet,Eye Strain,3.7
,Female,Smartphone,Eye Strain,5.18
,Male,TV,Eye Strain,4.15
,Male,Smartphone,Eye Strain,5.72
,Female,Tablet,Eye Strain,3.65
,Female,Smartphone,Eye Strain,5.84
,Female,Smartphone,Eye Strain,3.12
,Male,Laptop,Eye Strain,4.88
,Female,Smartphone,Eye Strain,3.99
,Female,Smartphone,Eye Strain,3.97
,Male,Smartphone,Eye Strain,9.2
,Male,Smartphone,Eye Strain,5.57
,Male,TV,Eye Strain,6.13
,Male,TV,Eye Strain,4.31
,Male,Laptop,Eye Strain,4.54
,Male,Tablet,Eye Strain,11.18
,Female,Smartphone,Eye Strain,4.71
,Male,TV,Eye Strain,5.32
,Male,Smartphone,Eye Strain,5.47
,Female,TV,Eye Strain,6.62
,Female,Smartphone,Eye Strain,6.88
,Male,Tablet,Eye Strain,5.41
,Female,Tablet,Eye Strain,3.89
,Male,TV,Eye Strain,6.81
,Female,Smartphone,Eye Strain,3.56
,Male,Smartphone,Eye Strain,4.96
,Male,TV,Eye Strain,7.37
,Male,Smartphone,Eye Strain,5.93
,Female,TV,Eye Strain,6.46
,Female,TV,Eye Strain,5.12
,Male,Laptop,Eye Strain,7.59
,Female,Laptop,Eye Strain,5.96
,Male,Smartphone,Eye Strain,3.49
,Male,Smartphone,Eye Strain,3.94
,Female,Laptop,Eye Strain,4.6
,Female,Smartphone,Eye Strain,6.51
,Male,Smartphone,Eye Strain,3.82
,Male,Smartphone,Eye Strain,4.16
,Male,Smartphone,Eye Strain,4.5
,Female,Smartphone,Eye Strain,5.35
,Female,TV,Eye Strain,5.96
,Female,Smartphone,Eye Strain,5.27
,Female,Smartphone,Eye Strain,6.33
,Male,Tablet,Eye Strain,4.63
,Female,TV,Eye Strain,4.83
,Male,TV,Eye Strain,6.08
,Female,Laptop,Eye Strain,3.99
,Male,TV,Eye Strain,4.42
,Female,Laptop,Eye Strain,3.64
,Male,TV,Eye Strain,4.79
,Male,Smartphone,Eye Strain,5.58
,Female,TV,Eye Strain,4.31
,Male,Smartphone,Eye Strain,4.48
,Female,TV,Eye Strain,3.45
,Male,Tablet,Eye Strain,3.44
,Male,Tablet,Eye Strain,6.14
,Male,TV,Eye Strain,6.77
,Male,TV,Eye Strain,5.02
,Female,Laptop,Eye Strain,5.42
,Male,TV,Eye Strain,4.44
,Female,Tablet,Eye Strain,3.47
,Female,Smartphone,Eye Strain,4.16
,Female,Tablet,Eye Strain,6.34
,Female,Smartphone,Eye Strain,4.33
,Female,TV,Eye Strain,3.29
,Male,Smartphone,Eye Strain,5.23
,Male,Smartphone,Eye Strain,5.02
,Female,Smartphone,Eye Strain,3.64
,Male,TV,Eye Strain,4.74
,Female,Smartphone,Eye Strain,4.0
,Female,Smartphone,Eye Strain,4.2
,Male,TV,Eye Strain,6.96
,Female,Smartphone,Eye Strain,3.77
,Female,Smartphone,Eye Strain,5.71
,Female,Laptop,Eye Strain,3.28
,Female,Laptop,Eye Strain,4.23
,Male,TV,Eye Strain,4.42
,Female,Laptop,Eye Strain,5.5
,Male,Smartphone,Eye Strain,3.8
,Male,TV,Eye Strain,4.32
,Female,Laptop,Eye Strain,4.27
,Male,Laptop,Eye Strain,3.86
,Female,Laptop,Eye Strain,4.68
,Male,Tablet,Eye Strain,5.78
,Male,TV,Eye Strain,5.87
,Male,Smartphone,Eye Strain,4.95
,Female,Smartphone,Eye Strain,4.6
,Male,Smartphone,Eye Strain,5.88
,Female,Smartphone,Eye Strain,3.9
,Male,Laptop,Eye Strain,4.46
,Female,Smartphone,Eye Strain,3.56
,Female,TV,Eye Strain,4.67
,Female,Smartphone,Eye Strain,4.72
,Male,Laptop,Eye Strain,4.9
,Female,TV,Eye Strain,3.93
,Female,TV,Eye Strain,3.06
,Male,Laptop,Eye Strain,4.8
,Male,TV,Eye Strain,5.08
,Male,Tablet,Eye Strain,4.54
,Male,Smartphone,Eye Strain,4.32
,Male,Smartphone,Eye Strain,6.14
,Female,TV,Eye Strain,3.45
,Female,Smartphone,Eye Strain,4.24
,Male,Smartphone,Eye Strain,5.94
,Male,TV,Eye Strain,5.12
,Female,Smartphone,Eye Strain,5.39
,Female,Smartphone,Eye Strain,5.2
,Female,Smartphone,Eye Strain,4.52
,Male,Smartphone,Eye Strain,3.76
,Male,TV,Eye Strain,3.43
,Female,TV,Eye Strain,6.16
,Female,TV,Eye Strain,4.5
,Male,Smartphone,Eye Strain,5.84
,Female,Smartphone,Eye Strain,8.02
,Female,TV,Eye Strain,4.14
,Male,Tablet,Eye Strain,3.83
,Male,Smartphone,Eye Strain,5.17
,Female,Laptop,Eye Strain,4.21
,Female,Smartphone,Eye Strain,5.96
,Female,Smartphone,Eye Strain,4.6
,Female,Smartphone,Eye Strain,5.34
,Female,Laptop,Eye Strain,3.94
,Female,Laptop,Eye Strain,5.2
,Female,Smartphone,Eye Strain,5.25
,Female,Tablet,Eye Strain,3.35
,Male,Laptop,Eye Strain,4.12
,Female,Smartphone,Eye Strain,4.67
,Male,Smartphone,Eye Strain,5.19
,Male,Smartphone,Eye Strain,4.25
,Female,Laptop,Eye Strain,4.78
,Male,Laptop,Eye Strain,6.17
,Female,Smartphone,Eye Strain,11.26
,Male,Smartphone,Eye Strain,4.24
,Female,TV,Eye Strain,4.78
,Male,Tablet,Eye Strain,5.49
,Female,TV,Eye Strain,5.37
,Female,Smartphone,Eye Strain,5.07
,Female,TV,Eye Strain,4.27
,Male,Laptop,Eye Strain,4.01
,Male,TV,Eye Strain,3.23
,Male,Tablet,Eye Strain,4.89
,Male,Smartphone,Eye Strain,5.32
,Male,TV,Eye Strain,6.34
,Male,TV,Eye Strain,4.03
,Female,TV,Eye Strain,4.26
,Female,Laptop,Eye Strain,5.83
,Male,Smartphone,Eye Strain,3.3
,Female,Smartphone,Eye Strain,3.63
,Female,Tablet,Eye Strain,6.11
,Male,TV,Eye Strain,3.13
,Male,Smartphone,Eye Strain,4.81
,Male,TV,Eye Strain,4.08
,Male,Smartphone,Eye Strain,3.64
,Male,TV,Eye Strain,5.0
,Female,TV,Eye Strain,4.93
,Female,TV,Eye Strain,5.27
,Male,Smartphone,Eye Strain,3.82
,Male,Smartphone,Eye Strain,4.78
,Male,TV,Eye Strain,5.36
,Female,TV,Eye Strain,3.71
,Male,Smartphone,Eye Strain,3.11
,Male,TV,Eye Strain,4.87
,Male,Smartphone,Eye Strain,5.49
,Male,Smartphone,Eye Strain,5.29
,Female,TV,Eye Strain,5.22
,Female,Laptop,Eye Strain,5.05
,Female,TV,Eye Strain,6.23
,Male,Smartphone,Eye Strain,4.98
,Female,TV,Eye Strain,3.47
,Male,Smartphone,Eye Strain,5.07
,Female,Smartphone,Eye Strain,3.67
,Male,Smartphone,Eye Strain,3.25
,Female,Smartphone,Eye Strain,3.97
,Male,TV,Eye Strain,7.55
,Male,Laptop,Eye Strain,4.98
,Male,Smartphone,Eye Strain,5.99
,Male,Smartphone,Eye Strain,3.74
,Female,Smartphone,Eye Strain,6.57
,Male,TV,Eye Strain,6.5
,Female,Smartphone,Eye Strain,3.25
,Male,TV,Eye Strain,6.23
,Male,Smartphone,Eye Strain,5.1
,Female,Smartphone,Eye Strain,7.15
,Male,TV,Eye Strain,4.59
,Female,TV,Eye Strain,4.39
,Female,Laptop,Eye Strain,3.14
,Male,TV,Eye Strain,4.41
,Male,Smartphone,Eye Strain,5.52
,Female,Laptop,Eye Strain,6.11
,Female,TV,Eye Strain,6.13
,Male,Smartphone,Eye Strain,5.15
,Male,Smartphone,Eye Strain,3.88
,Female,Laptop,Eye Strain,4.24
,Male,Smartphone,Eye Strain,3.27
,Female,Smartphone,Eye Strain,3.62
,Female,Laptop,Eye Strain,5.83
,Female,Smartphone,Eye Strain,5.41
,Female,Laptop,Eye Strain,3.45
,Female,Smartphone,Eye Strain,4.02
,Male,Tablet,Eye Strain,4.34
,Female,Smartphone,Eye Strain,4.36
,Male,Smartphone,Eye Strain,4.92
,Female,Smartphone,Eye Strain,6.72
,Female,Laptop,Eye Strain,4.44
,Female,Smartphone,Eye Strain,3.89
,Male,TV,Eye Strain,6.69
,Male,TV,Eye Strain,5.07
,Female,Smartphone,Eye Strain,3.48
,Female,TV,Eye Strain,3.09
,Male,Tablet,Eye Strain,6.44
,Male,TV,Eye Strain,4.41
,Female,Laptop,Eye Strain,4.98
,Female,Smartphone,Eye Strain,7.43
,Female,TV,Eye Strain,4.78
,Female,Laptop,Eye Strain,5.04
,Female,TV,Eye Strain,3.49
,Male,Smartphone,Eye Strain,3.47
,Female,Smartphone,Eye Strain,6.74
,Male,Smartphone,Eye Strain,5.53
,Female,Smartphone,Eye Strain,4.98
,Male,Smartphone,Eye Strain,5.26
,Female,TV,Eye Strain,4.09
,Female,Smartphone,Eye Strain,5.31
,Female,Smartphone,Eye Strain,7.05
,Male,Smartphone,Eye Strain,4.35
,Female,TV,Eye Strain,5.01
,Male,Smartphone,Eye Strain,4.16
,Female,Smartphone,Eye Strain,5.74
,Female,Laptop,Eye Strain,4.71
,Female,Smartphone,Eye Strain,3.33
,Female,Smartphone,Eye Strain,6.26
,Female,Smartphone,Eye Strain,3.6
,Male,Smartphone,Eye Strain,4.11
,Female,Smartphone,Eye Strain,6.21
,Female,Smartphone,Eye Strain,4.01
,Male,Smartphone,Eye Strain,5.54
,Female,Smartphone,Eye Strain,4.06
,Male,TV,Eye Strain,4.83
,Female,Smartphone,Eye Strain,3.14
,Female,Smartphone,Eye Strain,5.73
,Female,Tablet,Eye Strain,5.64
,Female,Smartphone,Eye Strain,3.89
,Male,Smartphone,Eye Strain,3.69
,Male,Smartphone,Eye Strain,4.18
,Female,TV,Eye Strain,3.17
,Male,Smartphone,Eye Strain,3.65
,Female,Smartphone,Eye Strain,4.7
,Male,Tablet,Eye Strain,3.78
,Female,Tablet,Eye Strain,6.56
,Female,TV,Eye Strain,3.74
,Male,Smartphone,Eye Strain,4.61
,Female,Smartphone,Eye Strain,3.53
,Female,Smartphone,Eye Strain,4.24
,Female,Tablet,Eye Strain,3.45
,Male,Smartphone,Eye Strain,4.13
,Female,Smartphone,Eye Strain,4.22
,Female,Laptop,Eye Strain,5.52
,Female,TV,Eye Strain,5.54
,Male,Smartphone,Eye Strain,4.97
,Female,Laptop,Eye Strain,5.62
,Male,Smartphone,Eye Strain,3.66
,Male,TV,Eye Strain,3.08
,Male,Smartphone,Eye Strain,3.75
,Male,Smartphone,Eye Strain,4.91
,Male,TV,Eye Strain,5.58
,Female,Smartphone,Eye Strain,4.44
,Female,Smartphone,Eye Strain,5.08
,Male,Laptop,Eye Strain,3.44
,Male,Tablet,Eye Strain,4.96
,Male,Smartphone,Eye Strain,4.87
,Female,Laptop,Eye Strain,4.35
,Female,TV,Eye Strain,4.1
,Male,Tablet,Eye Strain,4.43
,Male,Smartphone,Eye Strain,3.77
,Male,Smartphone,Eye Strain,5.17
,Male,Smartphone,Eye Strain,3.95
,Female,Laptop,Eye Strain,4.16
,Male,Tablet,Eye Strain,3.74
,Female,Smartphone,Eye Strain,5.12
,Female,Smartphone,Eye Strain,4.2
,Male,Laptop,Eye Strain,5.83
,Male,Laptop,Eye Strain,3.39
,Female,Smartphone,Eye Strain,3.62
,Male,TV,Eye Strain,3.11
,Male,Laptop,Eye Strain,4.35
,Male,Laptop,Eye Strain,5.71
,Male,Smartphone,Eye Strain,3.28
,Female,Smartphone,Eye Strain,7.03
,Female,Laptop,Eye Strain,4.44
,Male,Smartphone,Eye Strain,4.67
,Male,Tablet,Eye Strain,4.5
,Female,TV,Eye Strain,4.91
,Female,TV,Eye Strain,4.58
,Female,TV,Eye Strain,6.26
,Male,Laptop,Eye Strain,5.67
,Male,Laptop,Eye Strain,5.39
,Female,TV,Eye Strain,3.65
,Male,Smartphone,Eye Strain,5.85
,Female,Smartphone,Eye Strain,6.17
,Male,Smartphone,Eye Strain,3.92
,Male,TV,Eye Strain,4.82
,Male,Smartphone,Eye Strain,4.11
,Male,Tablet,Eye Strain,5.74
,Male,TV,Eye Strain,3.62
,Male,Smartphone,Eye Strain,4.79
,Female,Tablet,Eye Strain,6.29
,Male,Smartphone,Eye Strain,3.32
,Female,Tablet,Eye Strain,3.25
,Female,Laptop,Eye Strain,5.93
,Female,Laptop,Eye Strain,3.43
,Male,Smartphone,Eye Strain,6.79
,Female,TV,Eye Strain,6.13
,Female,Smartphone,Eye Strain,5.69
,Female,TV,Eye Strain,3.25
,Female,Tablet,Eye Strain,3.84
,Male,TV,Eye Strain,4.51
,Female,Smartphone,Eye Strain,5.51
,Male,Tablet,Eye Strain,5.78
,Female,Smartphone,Eye Strain,5.16
,Female,Smartphone,Eye Strain,4.54
,Female,Laptop,Eye Strain,4.32
,Female,TV,Eye Strain,4.5
,Male,Tablet,Eye Strain,4.96
,Male,Laptop,Eye Strain,5.72
,Female,Smartphone,Eye Strain,4.52
,Male,Smartphone,Eye Strain,4.73
,Female,Smartphone,Eye Strain,4.46
,Female,Smartphone,Eye Strain,5.66
,Female,Laptop,Eye Strain,3.17
,Female,Smartphone,Eye Strain,5.57
,Female,TV,Eye Strain,4.23
Obesity Risk,,,,
,Female,Smartphone,Obesity Risk,6.98
,Male,Smartphone,Obesity Risk,3.85
,Male,TV,Obesity Risk,4.61
,Male,Smartphone,Obesity Risk,5.61
,Female,TV,Obesity Risk,4.19
,Female,Tablet,Obesity Risk,4.75
,Male,Smartphone,Obesity Risk,6.23
,Female,Smartphone,Obesity Risk,4.08
,Male,Laptop,Obesity Risk,5.6
,Female,Smartphone,Obesity Risk,4.91
,Male,Smartphone,Obesity Risk,4.58
,Female,Laptop,Obesity Risk,6.59
,Female,Smartphone,Obesity Risk,5.57
,Male,Laptop,Obesity Risk,6.43
,Male,Laptop,Obesity Risk,4.58
,Male,TV,Obesity Risk,4.89
,Female,Smartphone,Obesity Risk,3.33
,Female,Smartphone,Obesity Risk,5.01
,Female,Smartphone,Obesity Risk,6.44
,Male,TV,Obesity Risk,3.52
,Male,Smartphone,Obesity Risk,4.38
,Male,Laptop,Obesity Risk,3.76
,Female,TV,Obesity Risk,3.41
,Female,TV,Obesity Risk,3.8
,Female,Smartphone,Obesity Risk,4.57
,Female,Smartphone,Obesity Risk,4.07
,Male,Smartphone,Obesity Risk,4.97
,Female,Laptop,Obesity Risk,4.54
,Female,TV,Obesity Risk,5.67
,Male,TV,Obesity Risk,4.18
,Male,Smartphone,Obesity Risk,4.95
,Female,Laptop,Obesity Risk,3.61
,Female,TV,Obesity Risk,4.16
,Male,Smartphone,Obesity Risk,4.4
,Male,Smartphone,Obesity Risk,3.94
,Male,Smartphone,Obesity Risk,3.71
,Female,Smartphone,Obesity Risk,6.0
,Female,TV,Obesity Risk,8.24
,Female,Laptop,Obesity Risk,4.87
,Male,Tablet,Obesity Risk,6.31
,Male,Laptop,Obesity Risk,5.37
,Female,Tablet,Obesity Risk,5.02
,Female,Smartphone,Obesity Risk,3.82
,Female,Laptop,Obesity Risk,5.62
,Male,Smartphone,Obesity Risk,3.5
,Male,Smartphone,Obesity Risk,3.49
,Female,Smartphone,Obesity Risk,4.34
,Female,Smartphone,Obesity Risk,6.69
,Male,TV,Obesity Risk,5.05
,Male,Laptop,Obesity Risk,4.91
,Male,Tablet,Obesity Risk,4.24
,Male,Smartphone,Obesity Risk,4.17
,Male,Smartphone,Obesity Risk,3.46
,Male,Smartphone,Obesity Risk,3.04
,Female,Smartphone,Obesity Risk,8.01
,Male,Smartphone,Obesity Risk,5.57
,Male,Smartphone,Obesity Risk,5.75
,Female,Smartphone,Obesity Risk,3.12
,Female,Tablet,Obesity Risk,3.69
,Male,Smartphone,Obesity Risk,4.62
,Male,Smartphone,Obesity Risk,4.33
,Male,TV,Obesity Risk,4.03
,Male,Smartphone,Obesity Risk,7.65
,Female,Smartphone,Obesity Risk,4.88
,Female,TV,Obesity Risk,5.33
,Male,Smartphone,Obesity Risk,5.49
,Male,Smartphone,Obesity Risk,3.22
,Male,Smartphone,Obesity Risk,5.27
,Female,Smartphone,Obesity Risk,4.2
,Female,Tablet,Obesity Risk,3.63
,Male,Smartphone,Obesity Risk,10.18
,Female,TV,Obesity Risk,3.47
,Male,Smartphone,Obesity Risk,3.52
,Male,Smartphone,Obesity Risk,5.11
,Female,Smartphone,Obesity Risk,3.71
Anxiety,,,,
,Male,Smartphone,Anxiety,3.82
,Male,Smartphone,Anxiety,6.06
,Male,Smartphone,Anxiety,5.83
,Female,TV,Anxiety,5.91
,Male,Tablet,Anxiety,3.28
,Female,Smartphone,Anxiety,9.35
,Female,Smartphone,Anxiety,3.37
,Male,TV,Anxiety,3.14
,Male,Smartphone,Anxiety,3.11
,Female,TV,Anxiety,5.29
,Male,TV,Anxiety,5.88
,Male,Tablet,Anxiety,3.75
,Male,Smartphone,Anxiety,4.51
,Male,Smartphone,Anxiety,8.29
,Female,Laptop,Anxiety,6.02
,Female,Smartphone,Anxiety,5.24
,Male,Tablet,Anxiety,5.3
,Male,Tablet,Anxiety,6.39
,Female,Smartphone,Anxiety,3.3
,Male,Laptop,Anxiety,4.41
,Male,Smartphone,Anxiety,4.21
,Male,Smartphone,Anxiety,4.3
,Male,Smartphone,Anxiety,4.55
,Female,Tablet,Anxiety,3.27
,Male,TV,Anxiety,7.02
,Male,TV,Anxiety,7.54
,Male,Smartphone,Anxiety,5.61
,Male,TV,Anxiety,4.52
,Female,Smartphone,Anxiety,3.37
,Female,Smartphone,Anxiety,3.95
,Female,TV,Anxiety,5.2
,Male,Smartphone,Anxiety,4.69
,Female,Smartphone,Anxiety,4.02
,Female,TV,Anxiety,6.99
,Male,TV,Anxiety,3.72
,Female,TV,Anxiety,4.97
,Male,Smartphone,Anxiety,5.1
,Female,Smartphone,Anxiety,5.56
,Female,TV,Anxiety,4.64
,Male,Laptop,Anxiety,4.79
,Male,Laptop,Anxiety,6.24
,Male,Laptop,Anxiety,7.81
,Female,Tablet,Anxiety,3.32
,Male,Smartphone,Anxiety,5.7
,Male,Smartphone,Anxiety,4.49
,Male,Smartphone,Anxiety,3.07
,Female,TV,Anxiety,6.36
,Female,Smartphone,Anxiety,5.34
,Female,TV,Anxiety,6.88
,Female,TV,Anxiety,5.3
,Male,TV,Anxiety,5.75
,Male,Smartphone,Anxiety,4.26
,Male,TV,Anxiety,6.08
,Male,Tablet,Anxiety,4.2
,Male,Laptop,Anxiety,3.62
,Male,Smartphone,Anxiety,3.31
,Male,Smartphone,Anxiety,4.07
,Male,TV,Anxiety,4.35
,Male,Smartphone,Anxiety,5.83
,Male,Smartphone,Anxiety,4.07
,Male,Laptop,Anxiety,3.23
,Female,Smartphone,Anxiety,3.53
,Male,TV,Anxiety,5.19
,Male,Smartphone,Anxiety,6.5
,Female,TV,Anxiety,4.22
,Male,Tablet,Anxiety,3.76
,Male,Smartphone,Anxiety,4.13
,Female,Smartphone,Anxiety,4.34
,Male,Laptop,Anxiety,4.34
,Female,Smartphone,Anxiety,6.79
,Female,TV,Anxiety,5.23
,Female,Smartphone,Anxiety,3.98
,Female,Smartphone,Anxiety,4.7
,Male,Smartphone,Anxiety,4.46
,Male,Smartphone,Anxiety,5.59
,Female,TV,Anxiety,4.18
,Male,Smartphone,Anxiety,5.53
,Female,Smartphone,Anxiety,4.82
,Male,Laptop,Anxiety,4.24
,Female,Smartphone,Anxiety,3.23
,Male,Smartphone,Anxiety,3.59
,Female,TV,Anxiety,5.73
,Female,Tablet,Anxiety,3.37
,Male,Smartphone,Anxiety,3.87
,Male,TV,Anxiety,5.45
,Female,Laptop,Anxiety,4.57
,Male,Smartphone,Anxiety,4.55
,Male,Tablet,Anxiety,3.45
,Female,Laptop,Anxiety,4.73
,Male,Laptop,Anxiety,3.75
,Male,Laptop,Anxiety,5.72
,Female,TV,Anxiety,4.95
,Female,Smartphone,Anxiety,3.62
,Male,TV,Anxiety,5.69
,Female,Smartphone,Anxiety,7.34
,Female,Smartphone,Anxiety,3.97
,Female,Smartphone,Anxiety,3.98
,Female,Tablet,Anxiety,3.32
,Male,Tablet,Anxiety,4.62
,Male,Laptop,Anxiety,5.12
,Male,Laptop,Anxiety,4.48
,Female,Smartphone,Anxiety,6.57
,Male,Smartphone,Anxiety,5.77
,Male,TV,Anxiety,5.55
,Male,Laptop,Anxiety,3.51
,Male,Smartphone,Anxiety,5.33
,Male,TV,Anxiety,4.87
,Male,TV,Anxiety,3.33
,Male,TV,Anxiety,4.23
,Female,Smartphone,Anxiety,3.73
,Male,Laptop,Anxiety,3.28
,Female,TV,Anxiety,4.5
,Male,Tablet,Anxiety,4.62
,Male,TV,Anxiety,3.77
,Male,Laptop,Anxiety,3.01
,Male,TV,Anxiety,5.08
,Female,TV,Anxiety,3.87
,Male,Smartphone,Anxiety,6.22
,Male,TV,Anxiety,5.0
,Male,Smartphone,Anxiety,4.19
,Female,Tablet,Anxiety,6.73
,Male,Smartphone,Anxiety,4.62
,Male,Smartphone,Anxiety,6.59
,Female,TV,Anxiety,5.43
,Female,Smartphone,Anxiety,5.83
,Male,Laptop,Anxiety,4.69
,Female,Smartphone,Anxiety,3.49
,Male,Laptop,Anxiety,4.77
,Female,Tablet,Anxiety,4.19
,Male,TV,Anxiety,4.77
,Male,Smartphone,Anxiety,5.82
,Female,Laptop,Anxiety,4.71
,Female,TV,Anxiety,8.52
,Female,Smartphone,Anxiety,4.75
,Female,TV,Anxiety,5.77
,Male,Smartphone,Anxiety,3.51
,Male,Smartphone,Anxiety,3.3
,Female,Laptop,Anxiety,4.71
,Female,Laptop,Anxiety,3.09
,Female,Laptop,Anxiety,4.79
,Male,TV,Anxiety,3.65
,Female,TV,Anxiety,3.7
,Female,Smartphone,Anxiety,4.57
,Female,Laptop,Anxiety,5.59
,Female,Tablet,Anxiety,5.11
,Male,Smartphone,Anxiety,5.23
,Male,Smartphone,Anxiety,5.04
,Female,Laptop,Anxiety,5.13
,Female,TV,Anxiety,4.93
,Male,TV,Anxiety,3.02
,Female,Smartphone,Anxiety,4.27
,Male,Smartphone,Anxiety,3.65
,Female,Smartphone,Anxiety,4.0
,Male,Smartphone,Anxiety,3.47
,Female,Smartphone,Anxiety,4.54
,Female,Tablet,Anxiety,4.64
,Female,Laptop,Anxiety,5.91
,Female,Smartphone,Anxiety,4.91
,Female,Smartphone,Anxiety,4.36
,Female,Laptop,Anxiety,3.66
,Female,Laptop,Anxiety,3.12
,Female,Smartphone,Anxiety,6.68
,Male,Laptop,Anxiety,4.68
,Female,Smartphone,Anxiety,5.09
,Female,Smartphone,Anxiety,5.45
,Female,Smartphone,Anxiety,6.01
,Male,Smartphone,Anxiety,3.51
,Female,Smartphone,Anxiety,4.76
,Female,Smartphone,Anxiety,6.36
,Female,Smartphone,Anxiety,5.75
,Male,Tablet,Anxiety,5.6
,Female,TV,Anxiety,7.62
,Male,Smartphone,Anxiety,3.39
,Female,TV,Anxiety,10.66
,Female,TV,Anxiety,3.86
,Male,TV,Anxiety,6.31
,Female,Smartphone,Anxiety,3.5
,Male,Smartphone,Anxiety,5.03
,Female,TV,Anxiety,7.91
,Male,TV,Anxiety,3.44
,Female,Smartphone,Anxiety,4.63
,Male,TV,Anxiety,5.11
,Female,Smartphone,Anxiety,3.79
,Male,TV,Anxiety,6.03
,Female,Smartphone,Anxiety,3.97
,Male,Smartphone,Anxiety,6.84
,Female,TV,Anxiety,6.12
